"geoid","geoname","total"
"1500000US420512628005","Block Group 5, Census Tract 2628, Fayette County, Pennsylvania","1309"
"1500000US420512629001","Block Group 1, Census Tract 2629, Fayette County, Pennsylvania","1406"
"1500000US420512629002","Block Group 2, Census Tract 2629, Fayette County, Pennsylvania","1084"
"1500000US420512629003","Block Group 3, Census Tract 2629, Fayette County, Pennsylvania","1034"
"1500000US420512629004","Block Group 4, Census Tract 2629, Fayette County, Pennsylvania","1145"
"1500000US420512630001","Block Group 1, Census Tract 2630, Fayette County, Pennsylvania","1425"
"1500000US420512630002","Block Group 2, Census Tract 2630, Fayette County, Pennsylvania","1851"
"1500000US420512631001","Block Group 1, Census Tract 2631, Fayette County, Pennsylvania","1062"
"1500000US420512631002","Block Group 2, Census Tract 2631, Fayette County, Pennsylvania","1543"
"1500000US420512631003","Block Group 3, Census Tract 2631, Fayette County, Pennsylvania","1711"
"1500000US420512631004","Block Group 4, Census Tract 2631, Fayette County, Pennsylvania","1294"
"1500000US420512632001","Block Group 1, Census Tract 2632, Fayette County, Pennsylvania","1308"
"1500000US420512632002","Block Group 2, Census Tract 2632, Fayette County, Pennsylvania","898"
"1500000US420512633001","Block Group 1, Census Tract 2633, Fayette County, Pennsylvania","1426"
"1500000US420535301001","Block Group 1, Census Tract 5301, Forest County, Pennsylvania","801"
"1500000US420535301002","Block Group 2, Census Tract 5301, Forest County, Pennsylvania","905"
"1500000US420535301003","Block Group 3, Census Tract 5301, Forest County, Pennsylvania","2655"
"1500000US420535302001","Block Group 1, Census Tract 5302, Forest County, Pennsylvania","1564"
"1500000US420535302002","Block Group 2, Census Tract 5302, Forest County, Pennsylvania","1048"
"1500000US420550101001","Block Group 1, Census Tract 101, Franklin County, Pennsylvania","1272"
"1500000US420550101002","Block Group 2, Census Tract 101, Franklin County, Pennsylvania","1211"
"1500000US420550101003","Block Group 3, Census Tract 101, Franklin County, Pennsylvania","1768"
"1500000US420550102001","Block Group 1, Census Tract 102, Franklin County, Pennsylvania","2207"
"1500000US420550102002","Block Group 2, Census Tract 102, Franklin County, Pennsylvania","2462"
"1500000US420550103011","Block Group 1, Census Tract 103.01, Franklin County, Pennsylvania","2403"
"1500000US420550103012","Block Group 2, Census Tract 103.01, Franklin County, Pennsylvania","2278"
"1500000US420550103013","Block Group 3, Census Tract 103.01, Franklin County, Pennsylvania","1163"
"1500000US420550103021","Block Group 1, Census Tract 103.02, Franklin County, Pennsylvania","2126"
"1500000US420550103022","Block Group 2, Census Tract 103.02, Franklin County, Pennsylvania","1973"
"1500000US420550104011","Block Group 1, Census Tract 104.01, Franklin County, Pennsylvania","2392"
"1500000US420550104012","Block Group 2, Census Tract 104.01, Franklin County, Pennsylvania","2106"
"1500000US420550104021","Block Group 1, Census Tract 104.02, Franklin County, Pennsylvania","1281"
"1500000US420550104022","Block Group 2, Census Tract 104.02, Franklin County, Pennsylvania","1345"
"1500000US420550104023","Block Group 3, Census Tract 104.02, Franklin County, Pennsylvania","2416"
"1500000US420550105011","Block Group 1, Census Tract 105.01, Franklin County, Pennsylvania","1568"
"1500000US420550105012","Block Group 2, Census Tract 105.01, Franklin County, Pennsylvania","1872"
"1500000US420550105013","Block Group 3, Census Tract 105.01, Franklin County, Pennsylvania","1239"
"1500000US420550105021","Block Group 1, Census Tract 105.02, Franklin County, Pennsylvania","1389"
"1500000US420550105022","Block Group 2, Census Tract 105.02, Franklin County, Pennsylvania","1172"
"1500000US420550105023","Block Group 3, Census Tract 105.02, Franklin County, Pennsylvania","1656"
"1500000US420550106001","Block Group 1, Census Tract 106, Franklin County, Pennsylvania","2033"
"1500000US420550106002","Block Group 2, Census Tract 106, Franklin County, Pennsylvania","2471"
"1500000US420550106003","Block Group 3, Census Tract 106, Franklin County, Pennsylvania","2108"
"1500000US420550107011","Block Group 1, Census Tract 107.01, Franklin County, Pennsylvania","1008"
"1500000US420550107012","Block Group 2, Census Tract 107.01, Franklin County, Pennsylvania","1578"
"1500000US420550107013","Block Group 3, Census Tract 107.01, Franklin County, Pennsylvania","2124"
"1500000US420550107021","Block Group 1, Census Tract 107.02, Franklin County, Pennsylvania","1276"
"1500000US420550107022","Block Group 2, Census Tract 107.02, Franklin County, Pennsylvania","876"
"1500000US420550107023","Block Group 3, Census Tract 107.02, Franklin County, Pennsylvania","1153"
"1500000US420550108001","Block Group 1, Census Tract 108, Franklin County, Pennsylvania","780"
"1500000US420550108002","Block Group 2, Census Tract 108, Franklin County, Pennsylvania","1032"
"1500000US420550108003","Block Group 3, Census Tract 108, Franklin County, Pennsylvania","2121"
"1500000US420550109001","Block Group 1, Census Tract 109, Franklin County, Pennsylvania","1659"
"1500000US420550109002","Block Group 2, Census Tract 109, Franklin County, Pennsylvania","1248"
"1500000US420550109003","Block Group 3, Census Tract 109, Franklin County, Pennsylvania","2029"
"1500000US420550110001","Block Group 1, Census Tract 110, Franklin County, Pennsylvania","617"
"1500000US420550110002","Block Group 2, Census Tract 110, Franklin County, Pennsylvania","1458"
"1500000US420550110003","Block Group 3, Census Tract 110, Franklin County, Pennsylvania","1367"
"1500000US420550110004","Block Group 4, Census Tract 110, Franklin County, Pennsylvania","2448"
"1500000US420550111001","Block Group 1, Census Tract 111, Franklin County, Pennsylvania","2179"
"1500000US420550111002","Block Group 2, Census Tract 111, Franklin County, Pennsylvania","1767"
"1500000US420550112001","Block Group 1, Census Tract 112, Franklin County, Pennsylvania","925"
"1500000US420550112002","Block Group 2, Census Tract 112, Franklin County, Pennsylvania","936"
"1500000US420550112003","Block Group 3, Census Tract 112, Franklin County, Pennsylvania","1337"
"1500000US420550113011","Block Group 1, Census Tract 113.01, Franklin County, Pennsylvania","2015"
"1500000US420550113012","Block Group 2, Census Tract 113.01, Franklin County, Pennsylvania","2084"
"1500000US420550113013","Block Group 3, Census Tract 113.01, Franklin County, Pennsylvania","1247"
"1500000US420550113021","Block Group 1, Census Tract 113.02, Franklin County, Pennsylvania","1392"
"1500000US420550113022","Block Group 2, Census Tract 113.02, Franklin County, Pennsylvania","1723"
"1500000US420550113023","Block Group 3, Census Tract 113.02, Franklin County, Pennsylvania","1061"
"1500000US420550113024","Block Group 4, Census Tract 113.02, Franklin County, Pennsylvania","1852"
"1500000US420550114001","Block Group 1, Census Tract 114, Franklin County, Pennsylvania","1592"
"1500000US420550114002","Block Group 2, Census Tract 114, Franklin County, Pennsylvania","1030"
"1500000US420550114003","Block Group 3, Census Tract 114, Franklin County, Pennsylvania","1047"
"1500000US420550114004","Block Group 4, Census Tract 114, Franklin County, Pennsylvania","1254"
"1500000US420550114005","Block Group 5, Census Tract 114, Franklin County, Pennsylvania","994"
"1500000US420550115001","Block Group 1, Census Tract 115, Franklin County, Pennsylvania","727"
"1500000US420550115002","Block Group 2, Census Tract 115, Franklin County, Pennsylvania","1077"
"1500000US420550115003","Block Group 3, Census Tract 115, Franklin County, Pennsylvania","1139"
"1500000US420550115004","Block Group 4, Census Tract 115, Franklin County, Pennsylvania","1519"
"1500000US420550115005","Block Group 5, Census Tract 115, Franklin County, Pennsylvania","756"
"1500000US420550115006","Block Group 6, Census Tract 115, Franklin County, Pennsylvania","751"
"1500000US420550116001","Block Group 1, Census Tract 116, Franklin County, Pennsylvania","2197"
"1500000US420550116002","Block Group 2, Census Tract 116, Franklin County, Pennsylvania","2274"
"1500000US420550116003","Block Group 3, Census Tract 116, Franklin County, Pennsylvania","1597"
"1500000US420550117011","Block Group 1, Census Tract 117.01, Franklin County, Pennsylvania","1137"
"1500000US420550117012","Block Group 2, Census Tract 117.01, Franklin County, Pennsylvania","1807"
"1500000US420550117013","Block Group 3, Census Tract 117.01, Franklin County, Pennsylvania","1927"
"1500000US420550117021","Block Group 1, Census Tract 117.02, Franklin County, Pennsylvania","2374"
"1500000US420550117022","Block Group 2, Census Tract 117.02, Franklin County, Pennsylvania","1831"
"1500000US420550118001","Block Group 1, Census Tract 118, Franklin County, Pennsylvania","2041"
"1500000US420550118002","Block Group 2, Census Tract 118, Franklin County, Pennsylvania","996"
"1500000US420550118003","Block Group 3, Census Tract 118, Franklin County, Pennsylvania","1214"
"1500000US420550119001","Block Group 1, Census Tract 119, Franklin County, Pennsylvania","1381"
"1500000US420550119002","Block Group 2, Census Tract 119, Franklin County, Pennsylvania","1619"
"1500000US420550119003","Block Group 3, Census Tract 119, Franklin County, Pennsylvania","2509"
"1500000US420550119004","Block Group 4, Census Tract 119, Franklin County, Pennsylvania","1193"
"1500000US420550120011","Block Group 1, Census Tract 120.01, Franklin County, Pennsylvania","1580"
"1500000US420550120012","Block Group 2, Census Tract 120.01, Franklin County, Pennsylvania","1581"
"1500000US420550120013","Block Group 3, Census Tract 120.01, Franklin County, Pennsylvania","720"
"1500000US420550120021","Block Group 1, Census Tract 120.02, Franklin County, Pennsylvania","889"
"1500000US420550120022","Block Group 2, Census Tract 120.02, Franklin County, Pennsylvania","979"
"1500000US420550120023","Block Group 3, Census Tract 120.02, Franklin County, Pennsylvania","1149"
"1500000US420550121001","Block Group 1, Census Tract 121, Franklin County, Pennsylvania","1403"
"1500000US420550121002","Block Group 2, Census Tract 121, Franklin County, Pennsylvania","1934"
"1500000US420550121003","Block Group 3, Census Tract 121, Franklin County, Pennsylvania","780"
"1500000US420550122001","Block Group 1, Census Tract 122, Franklin County, Pennsylvania","2014"
"1500000US420550122002","Block Group 2, Census Tract 122, Franklin County, Pennsylvania","1545"
"1500000US420550123001","Block Group 1, Census Tract 123, Franklin County, Pennsylvania","1374"
"1500000US420550123002","Block Group 2, Census Tract 123, Franklin County, Pennsylvania","1330"
"1500000US420550123003","Block Group 3, Census Tract 123, Franklin County, Pennsylvania","1853"
"1500000US420550124001","Block Group 1, Census Tract 124, Franklin County, Pennsylvania","1458"
"1500000US420550124002","Block Group 2, Census Tract 124, Franklin County, Pennsylvania","1377"
"1500000US420550125011","Block Group 1, Census Tract 125.01, Franklin County, Pennsylvania","1841"
"1500000US420550125012","Block Group 2, Census Tract 125.01, Franklin County, Pennsylvania","1565"
"1500000US420550125013","Block Group 3, Census Tract 125.01, Franklin County, Pennsylvania","1768"
"1500000US420550125014","Block Group 4, Census Tract 125.01, Franklin County, Pennsylvania","2056"
"1500000US420550125021","Block Group 1, Census Tract 125.02, Franklin County, Pennsylvania","1498"
"1500000US420550125022","Block Group 2, Census Tract 125.02, Franklin County, Pennsylvania","2052"
"1500000US420579601001","Block Group 1, Census Tract 9601, Fulton County, Pennsylvania","1612"
"1500000US420579601002","Block Group 2, Census Tract 9601, Fulton County, Pennsylvania","1151"
"1500000US420579601003","Block Group 3, Census Tract 9601, Fulton County, Pennsylvania","2036"
"1500000US420579602001","Block Group 1, Census Tract 9602, Fulton County, Pennsylvania","1193"
"1500000US420579602002","Block Group 2, Census Tract 9602, Fulton County, Pennsylvania","1065"
"1500000US420579602003","Block Group 3, Census Tract 9602, Fulton County, Pennsylvania","1575"
"1500000US420579602004","Block Group 4, Census Tract 9602, Fulton County, Pennsylvania","1232"
"1500000US420579603001","Block Group 1, Census Tract 9603, Fulton County, Pennsylvania","1361"
"1500000US420579603002","Block Group 2, Census Tract 9603, Fulton County, Pennsylvania","747"
"1500000US420579603003","Block Group 3, Census Tract 9603, Fulton County, Pennsylvania","1555"
"1500000US420579603004","Block Group 4, Census Tract 9603, Fulton County, Pennsylvania","1029"
"1500000US420599701011","Block Group 1, Census Tract 9701.01, Greene County, Pennsylvania","946"
"1500000US420599701012","Block Group 2, Census Tract 9701.01, Greene County, Pennsylvania","505"
"1500000US420599701021","Block Group 1, Census Tract 9701.02, Greene County, Pennsylvania","1185"
"1500000US420599701022","Block Group 2, Census Tract 9701.02, Greene County, Pennsylvania","1143"
"1500000US420599701023","Block Group 3, Census Tract 9701.02, Greene County, Pennsylvania","910"
"1500000US420599701024","Block Group 4, Census Tract 9701.02, Greene County, Pennsylvania","649"
"1500000US420599701025","Block Group 5, Census Tract 9701.02, Greene County, Pennsylvania","432"
"1500000US420599701026","Block Group 6, Census Tract 9701.02, Greene County, Pennsylvania","1045"
"1500000US420599702001","Block Group 1, Census Tract 9702, Greene County, Pennsylvania","817"
"1500000US420599702002","Block Group 2, Census Tract 9702, Greene County, Pennsylvania","1377"
"1500000US420599702003","Block Group 3, Census Tract 9702, Greene County, Pennsylvania","835"
"1500000US420599703001","Block Group 1, Census Tract 9703, Greene County, Pennsylvania","589"
"1500000US420599703002","Block Group 2, Census Tract 9703, Greene County, Pennsylvania","1049"
"1500000US420599703003","Block Group 3, Census Tract 9703, Greene County, Pennsylvania","900"
"1500000US420599703004","Block Group 4, Census Tract 9703, Greene County, Pennsylvania","932"
"1500000US420599703005","Block Group 5, Census Tract 9703, Greene County, Pennsylvania","564"
"1500000US420599704001","Block Group 1, Census Tract 9704, Greene County, Pennsylvania","1113"
